date, pm25, pm10, o3, no2, so2, co
2020/8/27, 78, , , 22, 31, 23
2020/8/28, 78, , , 40, 22, 19
2020/8/29, 78, , , 27, 38, 18
2020/8/30, 105, , , 31, 57, 17
2020/8/31, 84, , , 32, 55, 18
2020/9/1, 95, , , 43, 27, 20
2020/9/2, 115, , , 49, 19, 20
2020/9/3, 83, , , 49, 21, 20
2020/9/4, 157, , , 52, 17, 22
2020/9/5, 149, , , 50, 23, 24
2020/9/6, 98, , , 60, 24, 22
2020/9/7, 95, , , 48, 26, 22
2020/9/8, 97, , , 49, 26, 28
2020/9/9, 113, , , 48, 39, 22
2020/9/10, 128, , , 24, 33, 14
2020/9/11, 108, , , 49, 23, 28
2020/9/12, 90, , , 48, 29, 19
2020/9/13, 100, , , 34, 23, 17
2020/9/14, 104, , , 56, 25, 27
2020/9/15, 110, , , 42, 28, 21
2020/9/16, 106, , , 46, 24, 25
2020/9/17, 97, , , 31, 23, 20
2020/9/18, 79, , , 56, 26, 26
2020/9/19, 86, , , 59, 25, 41
2020/9/20, 104, , , 57, 23, 55
2020/9/21, 104, , , 57, 29, 33
2020/9/22, 111, , , 45, 20, 21
2020/9/23, 105, , , 44, 18, 27
2020/9/24, 82, , , 51, 20, 38
2020/9/25, 88, , , 62, 30, 39
2020/9/26, 104, , , 58, 27, 39
2020/9/27, 124, , , 27, 19, 24
2020/9/28, 94, , , 25, 31, 24
2020/9/29, 77, , , 35, 23, 30
2020/9/30, 61, , , 46, 30, 30
2020/6/26, 93, , , 8, 18, 18
2020/6/27, 86, , , 7, 16, 15
2020/6/28, 82, , , 12, 19, 16
2020/6/29, 99, , , 12, 33, 20
2020/6/30, 87, , , 20, 28, 25
2020/1/1, 133, 58, 11, 45, 9, 18
2020/1/2, 115, 71, 12, 44, 12, 23
2020/1/3, 141, 62, 11, 46, 9, 15
2020/1/4, 122, 33, 16, 38, 10, 12
2020/1/5, 75, , , 39, 39, 23
2020/1/6, 82, , , 59, 83, 33
2020/1/7, 144, , , 67, 77, 35
2020/1/8, 145, , , 49, 47, 25
2020/1/9, 107, , , 47, 45, 32
2020/1/10, 98, , , 43, 40, 25
2020/1/11, 108, 71, 2, 40, 39, 23
2020/1/12, 80, 79, 8, 67, 55, 42
2020/1/13, 137, 55, 10, 49, 54, 32
2020/1/14, 110, 78, 1, 70, 60, 30
2020/1/15, 143, , , 67, 76, 35
2020/1/16, 133, , , 50, 53, 25
2020/1/17, 118, , , 37, 26, 21
2020/1/18, 77, , , 38, 16, 26
2020/1/19, 84, , , 49, 23, 28
2020/1/20, 117, , , 64, 35, 29
2020/1/21, 121, , , 49, 38, 28
2020/1/22, 126, , , 34, 29, 27
2020/1/23, 77, , , 33, 30, 26
2020/1/24, 69, , , 44, 63, 26
2020/1/25, 97, , , 43, 62, 25
2020/1/26, 98, , , 45, 43, 29
2020/1/27, 119, , , 63, 75, 45
2020/1/28, 142, , , 70, 101, 34
2020/1/29, 134, , , 64, 86, 26
2020/1/30, 136, , , 51, 52, 22
2020/1/31, 89, , , 49, 37, 31
2020/2/1, 81, , , 37, 24, 19
2020/2/2, 58, , , 34, 21, 22
2020/2/3, 61, , , 81, 26, 53
2020/2/4, 121, , , 59, 26, 35
2020/2/5, 76, , , 37, 13, 24
2020/2/6, 63, , , 46, 14, 35
2020/2/7, 68, 63, 17, 38, 12, 16
2020/2/8, 79, 54, 23, 28, 7, 5
2020/2/9, 52, 42, 19, 27, 5, 9
2020/2/10, 45, 22, 20, 20, 6, 8
2020/2/11, 46, 24, 16, 27, 10, 6
2020/2/12, 55, , , , , 
2019/10/1, 80, 82, 29, 63, 11, 26
2019/10/2, 91, 77, 23, 60, 10, 22
2019/10/3, 86, 78, 30, 60, 9, 26
2019/10/4, 92, 71, 29, 46, 6, 20
2019/10/5, 80, 71, 19, 55, 9, 29
2019/10/6, 80, 106, 22, 44, 6, 28
2019/10/7, 89, 93, 24, 56, 12, 34
2019/10/8, 111, 82, 22, 58, 9, 30
2019/10/9, 98, 80, 22, 50, 8, 32
2019/10/10, 92, 68, 21, 48, 7, 30
2019/10/11, 80, 69, 21, 52, 9, 29
2019/10/12, 81, 93, 12, 41, 5, 15
2019/10/13, 62, 68, 19, 38, 10, 17
2019/10/14, 61, 72, 27, 48, 8, 24
2019/10/15, 82, 59, 26, 45, 7, 35
2019/10/16, 96, 72, 24, 56, 9, 29
2019/10/17, 85, 69, 26, 51, 7, 33
2019/10/18, 77, 65, 28, 53, 8, 32
2019/10/19, 75, 80, 12, 56, 10, 32
2019/10/20, 112, , , 30, , 23
2019/10/21, 110, , , 16, , 27
2019/10/22, 94, , , 21, , 28
2019/10/23, 75, , , 21, , 31
2019/10/24, 79, , , 20, , 23
2019/10/25, 70, , , 14, , 22
2019/10/26, 67, , , 36, , 27
2019/10/27, 69, , , 16, , 26
2019/10/28, 66, , , 38, , 31
2019/10/29, 67, , , 67, , 56
2019/10/30, 108, 46, 10, 55, 9, 32
2019/10/31, 89, 39, 21, 42, 5, 15
2019/11/1, 68, 49, 19, 47, 6, 25
2019/11/2, 91, 82, 14, 63, 6, 36
2019/11/3, 118, 44, 13, 61, 5, 28
2019/11/4, 81, 67, 15, 44, 4, 47
2019/11/5, 122, 71, 17, 45, 5, 44
2019/11/6, 130, 72, 21, 53, 5, 42
2019/11/7, 136, 71, 18, 56, 5, 45
2019/11/8, 138, 64, 15, 57, 6, 39
2019/11/9, 127, 77, 19, 75, 9, 44
2019/11/10, 137, 74, 18, 75, 9, 45
2019/11/11, 143, 86, 15, 82, 10, 51
2019/11/12, 157, 101, 12, 95, 14, 93
2019/11/13, 167, 99, 14, 82, 13, 41
2019/11/14, 176, 71, 13, 39, 5, 30
2019/11/15, 81, 30, 8, 32, 2, 20
2019/11/16, 52, , , , , 22
2019/11/17, 81, , , , , 
2019/11/19, 111, 32, 5, 45, 3, 13
2019/11/20, 82, 50, 10, 45, 4, 18
2019/11/21, 105, 54, 10, 39, 4, 14
2019/11/22, 129, 54, 8, 40, 6, 14
2019/11/23, 118, 49, 9, 35, 8, 14
2019/11/24, 106, 46, 12, 40, 9, 10
2019/11/25, 107, 58, 11, 45, 7, 12
2019/11/26, 122, 63, 10, 50, 12, 17
2019/11/27, 152, 73, 9, 55, 14, 15
2019/11/28, 172, 65, 10, 47, 13, 15
2019/11/29, 162, 67, 12, 47, 7, 14
2019/11/30, 138, 74, 6, 58, 15, 22
2019/12/1, 139, 91, 4, 64, 12, 27
2019/12/2, 171, 60, 4, 54, 8, 19
2019/12/3, 125, 44, 9, 43, 6, 20
2019/12/4, 82, 73, 7, 53, 11, 22
2019/12/5, 143, 70, 7, 48, 10, 29
2019/12/6, 134, 49, 6, 49, 8, 14
2019/12/7, 94, 41, 7, 48, 6, 20
2019/12/8, 76, 38, 14, 38, 6, 10
2019/12/9, 72, 62, 10, 45, 10, 21
2019/12/10, 107, 67, 8, 45, 10, 16
2019/12/11, 118, 52, 10, 47, 9, 17
2019/12/12, 112, 59, 10, 48, 9, 14
2019/12/13, 144, 60, 8, 56, 34, 22
2019/12/14, 143, 76, 10, 58, 30, 21
2019/12/15, 173, 95, 8, 71, 13, 29
2019/12/16, 184, 55, 10, 49, 7, 10
2019/12/17, 136, 56, 8, 44, 12, 19
2019/12/18, 106, 77, 9, 48, 21, 33
2019/12/19, 117, 77, 8, 56, 23, 39
2019/12/20, 132, 65, 11, 54, 20, 25
2019/12/21, 135, 91, 9, 64, 17, 35
2019/12/22, 172, 97, 8, 67, 17, 36
2019/12/23, 171, 90, 12, 70, 20, 34
2019/12/24, 166, 118, 11, 78, 16, 41
2019/12/25, 184, 96, 14, 64, 13, 32
2019/12/26, 166, 118, 7, 92, 24, 46
2019/12/27, 179, 28, 15, 39, 8, 10
2019/12/28, 82, 72, 14, 43, 7, 20
2019/12/29, 102, , , , , 
2019/7/1, 90, 107, 105, 39, 3, 17
2019/7/2, 96, 83, 110, 38, 5, 15
2019/7/3, 93, 83, 147, 42, 4, 24
2019/7/4, 91, 83, 171, 39, 4, 22
2019/7/5, 103, 88, 69, 43, 5, 17
2019/7/6, 108, 84, 96, 43, 5, 21
2019/7/7, 88, 78, 69, 42, 4, 17
2019/7/8, 101, 82, 29, 50, 5, 20
2019/7/9, 104, 106, 39, 36, 3, 14
2019/7/10, 85, 78, 72, 41, 3, 19
2019/7/11, 84, 68, 61, 39, 2, 18
2019/7/12, 81, 81, , 51, 3, 23
2019/7/13, 90, 83, 32, 56, 5, 38
2019/7/14, 96, 84, 23, 43, 5, 22
2019/7/15, 75, 86, 18, 41, 3, 18
2019/7/16, 77, 73, 20, 42, 3, 18
2019/7/17, 79, 66, 15, 42, 4, 21
2019/7/18, 96, 67, 28, 41, 3, 24
2019/7/19, 85, 71, 25, 48, 4, 26
2019/7/20, 86, 72, 14, 45, 5, 19
2019/7/21, 86, 65, 19, 43, 3, 14
2019/7/22, 75, 59, 51, 41, 5, 16
2019/7/23, 67, 62, 45, 46, 3, 19
2019/7/24, 78, 68, 43, 55, 4, 29
2019/7/25, 80, 73, 43, 54, 5, 18
2019/7/26, 96, 77, 31, 41, 5, 18
2019/7/27, 82, 62, 34, 40, 3, 15
2019/7/28, 70, 86, 92, 41, 6, 16
2019/7/29, 70, 70, 98, 37, 7, 15
2019/7/30, 72, 85, 10, 46, 10, 19
2019/7/31, 98, 78, , 55, 9, 29
2019/8/1, 98, 75, , , 4, 16
2019/8/2, 83, 70, , , 4, 22
2019/8/3, 85, 89, , , 4, 16
2019/8/4, 78, 86, 82, , 5, 21
2019/8/5, 101, 107, 61, 41, 5, 14
2019/8/6, 87, 83, 49, 37, 5, 15
2019/8/7, 71, 78, 32, 38, 7, 15
2019/8/8, 81, 128, 4, 37, 6, 21
2019/8/9, 118, 76, 31, 35, 5, 20
2019/8/10, 64, 86, 85, 45, 7, 19
2019/8/11, 83, 71, 54, 33, 6, 10
2019/8/12, 80, 67, 37, 37, 9, 13
2019/8/13, 78, 68, 41, 34, 6, 15
2019/8/14, 73, 66, 46, 37, 7, 14
2019/8/15, 72, 63, 42, 48, 6, 19
2019/8/16, 78, 66, 33, 49, 6, 23
2019/8/17, 69, 57, 35, 50, 5, 16
2019/8/18, 66, 61, 32, 62, 7, 32
2019/8/19, 74, 71, 42, 60, 8, 34
2019/8/20, 85, 78, 57, 62, 9, 35
2019/8/21, 99, 67, 34, 55, 6, 22
2019/8/22, 77, 63, 33, 52, 5, 25
2019/8/23, 71, 61, 34, 51, 6, 28
2019/8/24, 80, 72, 37, 65, 6, 31
2019/8/25, 115, 71, 30, 61, 7, 37
2019/8/26, 107, 80, 33, 58, 8, 34
2019/8/27, 114, 64, 43, 54, 7, 31
2019/8/28, 73, 92, 91, 48, 6, 20
2019/8/29, 91, 67, 72, 44, 5, 18
2019/8/30, 79, 67, 41, 50, 6, 26
2019/8/31, 73, 70, 43, 43, 6, 23
2019/9/1, 77, 65, 49, 48, 6, 22
2019/9/2, 84, 83, 47, 56, 6, 30
2019/9/3, 91, 69, 31, 41, 5, 17
2019/9/4, 81, 58, 33, 47, 7, 26
2019/9/5, 72, 60, 37, 45, 7, 30
2019/9/6, 68, 69, 32, 53, 6, 32
2019/9/7, 65, 94, 31, 45, 5, 25
2019/9/8, 71, 88, 35, 31, 4, 15
2019/9/9, 42, 47, 30, 28, 5, 16
2019/9/10, 38, 55, 28, 35, 5, 21
2019/9/11, 54, 62, 28, 36, 6, 22
2019/9/12, 52, 56, 32, 33, 4, 16
2019/9/13, 34, 61, 26, 39, 6, 19
2019/9/14, 48, 60, 30, 48, 7, 23
2019/9/15, 59, 66, 27, 52, 6, 27
2019/9/16, 61, 64, 30, 54, 7, 31
2019/9/17, 65, 72, 27, 52, 10, 37
2019/9/18, 79, 88, 31, 59, 12, 49
2019/9/19, 100, 83, 35, 62, 10, 40
2019/9/20, 89, 86, 3, 72, 8, 49
2019/9/21, 101, 156, 19, 44, 7, 27
2019/9/22, 113, 116, 21, 46, 10, 27
2019/9/23, 97, 90, 29, 47, 7, 35
2019/9/24, 91, 81, 28, 54, 9, 42
2019/9/25, 88, 87, 19, 62, 8, 43
2019/9/26, 98, 89, 30, 59, 10, 41
2019/9/27, 109, 120, 21, 50, 9, 31
2019/9/28, 93, 95, 19, 56, 10, 25
2019/9/29, 91, 96, 22, 47, 9, 26
2019/9/30, 93, 76, 26, 50, 9, 23
2019/4/1, , , , , , 
2019/4/2, , , , , , 
2019/4/3, , , , , , 
2019/4/4, , , , , , 
2019/4/5, , , , , , 
2019/4/6, , , , , , 
2019/4/7, , , , , , 
2019/4/8, , , , , , 
2019/4/9, , , , , , 
2019/4/10, , , , , , 
2019/4/11, , , , , , 
2019/4/12, , , , , , 
2019/4/13, , , , , , 
2019/4/14, , , , , , 
2019/4/15, , , , , , 
2019/4/16, , , , , , 
2019/4/17, , , , , , 
2019/4/18, , , , , , 
2019/4/19, , , , , , 
2019/4/20, , , , , , 
2019/4/21, , , , , , 
2019/4/22, , , , , , 
2019/4/23, , , , , , 
2019/4/24, , , , , , 
2019/4/25, , , , , , 
2019/4/26, , , , , , 
2019/4/27, , , , , , 
2019/4/28, , , , , , 
2019/4/29, , , , , , 
2019/4/30, , , , , , 
2019/5/1, , , , , , 
2019/5/2, , , , , , 
2019/5/3, , , , , , 
2019/5/4, , , , , , 
2019/5/5, , , , , , 
2019/5/6, , , , , , 
2019/5/7, , , , , , 
2019/5/8, , , , , , 
2019/5/9, , , , , , 
2019/5/10, , , , , , 
2019/5/11, , , , , , 
2019/5/12, , , , , , 
2019/5/13, , , , , , 
2019/5/14, , , , , , 
2019/5/15, , , , , , 
2019/5/16, , , , , , 
2019/5/17, , , , , , 
2019/5/18, , , , , , 
2019/5/19, , , , , , 
2019/5/20, , , , , , 
2019/5/21, , , , , , 
2019/5/22, , , , , , 
2019/5/23, , , , , , 
2019/5/24, , , , , , 
2019/5/25, , , , , , 
2019/5/26, , , , , , 
2019/5/27, , , , , , 
2019/5/28, , , , , , 
2019/5/29, , , , , , 
2019/5/30, , , , , , 
2019/5/31, , , , , , 
2019/6/1, , , , , , 
2019/6/2, , , , , , 
2019/6/3, , , , , , 
2019/6/4, , , , , , 
2019/6/5, , , , , , 
2019/6/6, , , , , , 
2019/6/7, , , , , , 
2019/6/8, , , , , , 
2019/6/9, , , , , , 
2019/6/10, , , , , , 
2019/6/11, , , , , , 
2019/6/12, , , , , , 
2019/6/13, , , , , , 
2019/6/14, , , , , , 
2019/6/15, , , , , , 
2019/6/16, , , , , , 
2019/6/17, , , , , , 
2019/6/18, , , , , , 
2019/6/19, , , , , , 
2019/6/20, , , , , , 
2019/6/21, , , , , , 
2019/6/22, , , , , , 
2019/6/23, , , , , , 
2019/6/24, , , , , , 
2019/6/25, , , , , , 
2019/6/26, , , , , , 
2019/6/27, , 39, 59, 25, , 14
2019/6/28, 50, 67, 67, 45, , 26
2019/6/29, 92, 82, 186, 59, , 32
2019/6/30, 113, 95, 131, 40, , 21
2019/1/1, , , , , , 
2019/1/2, , , , , , 
2019/1/3, , , , , , 
2019/1/4, , , , , , 
2019/1/5, , , , , , 
2019/1/6, , , , , , 
2019/1/7, , , , , , 
2019/1/8, , , , , , 
2019/1/9, , , , , , 
2019/1/10, , , , , , 
2019/1/11, , , , , , 
2019/1/12, , , , , , 
2019/1/13, , , , , , 
2019/1/14, , , , , , 
2019/1/15, , , , , , 
2019/1/16, , , , , , 
2019/1/17, , , , , , 
2019/1/18, , , , , , 
2019/1/19, , , , , , 
2019/1/20, , , , , , 
2019/1/21, , , , , , 
2019/1/22, , , , , , 
2019/1/23, , , , , , 
2019/1/24, , , , , , 
2019/1/25, , , , , , 
2019/1/26, , , , , , 
2019/1/27, , , , , , 
2019/1/28, , , , , , 
2019/1/29, , , , , , 
2019/1/30, , , , , , 
2019/1/31, , , , , , 
2019/2/1, , , , , , 
2019/2/2, , , , , , 
2019/2/3, , , , , , 
2019/2/4, , , , , , 
2019/2/5, , , , , , 
2019/2/6, , , , , , 
2019/2/7, , , , , , 
2019/2/8, , , , , , 
2019/2/9, , , , , , 
2019/2/10, , , , , , 
2019/2/11, , , , , , 
2019/2/12, , , , , , 
2019/2/13, , , , , , 
2019/2/14, , , , , , 
2019/2/15, , , , , , 
2019/2/16, , , , , , 
2019/2/17, , , , , , 
2019/2/18, , , , , , 
2019/2/19, , , , , , 
2019/2/20, , , , , , 
2019/2/21, , , , , , 
2019/2/22, , , , , , 
2019/2/23, , , , , , 
2019/2/24, , , , , , 
2019/2/25, , , , , , 
2019/2/26, , , , , , 
2019/2/27, , , , , , 
2019/2/28, , , , , , 
2019/3/1, , , , , , 
2019/3/2, , , , , , 
2019/3/3, , , , , , 
2019/3/4, , , , , , 
2019/3/5, , , , , , 
2019/3/6, , , , , , 
2019/3/7, , , , , , 
2019/3/8, , , , , , 
2019/3/9, , , , , , 
2019/3/10, , , , , , 
2019/3/11, , , , , , 
2019/3/12, , , , , , 
2019/3/13, , , , , , 
2019/3/14, , , , , , 
2019/3/15, , , , , , 
2019/3/16, , , , , , 
2019/3/17, , , , , , 
2019/3/18, , , , , , 
2019/3/19, , , , , , 
2019/3/20, , , , , , 
2019/3/21, , , , , , 
2019/3/22, , , , , , 
2019/3/23, , , , , , 
2019/3/24, , , , , , 
2019/3/25, , , , , , 
2019/3/26, , , , , , 
2019/3/27, , , , , , 
2019/3/28, , , , , , 
2019/3/29, , , , , , 
2019/3/30, , , , , , 
2019/3/31, , , , , , 
2018/10/1, 90, 67, 28, 39, 8, 26
2018/10/2, 89, 87, 29, 41, 8, 29
2018/10/3, 111, 72, 32, 35, 14, 30
2018/10/4, 98, 71, 36, 39, 8, 14
2018/10/5, 93, 56, 16, 28, 2, 11
2018/10/6, 62, 34, 18, 27, 9, 10
2018/10/7, 49, 45, 13, 32, 5, 27
2018/10/8, 78, , , 13, , 35
2018/10/9, 94, 57, 20, 37, 32, 24
2018/10/10, 104, 69, 32, 38, 8, 19
2018/10/11, 121, 64, 29, 29, 3, 9
2018/10/12, 84, 56, 13, 28, 17, 12
2018/10/13, 76, 41, 27, 30, 5, 12
2018/10/14, 78, 84, 21, 35, 6, 16
2018/10/15, 103, 47, 22, 30, 11, 13
2018/10/16, 74, 36, 24, 31, 8, 14
2018/10/17, 66, 62, 27, 38, 16, 20
2018/10/18, 94, 57, 28, 38, 14, 15
2018/10/19, 87, 65, 18, 45, 11, 25
2018/10/20, 91, 81, 24, 44, 12, 25
2018/10/21, 110, 73, 14, 39, 8, 17
2018/10/22, 106, 63, 19, 33, 6, 21
2018/10/23, 85, 68, 18, 34, 8, 16
2018/10/24, 92, 69, 18, 29, 6, 27
2018/10/25, 89, 68, 10, 37, 6, 24
2018/10/26, 97, 42, 21, 29, 4, 11
2018/10/27, 55, 42, 11, 26, 3, 10
2018/10/28, 65, 50, 13, 28, 6, 12
2018/10/29, 92, 47, 24, 31, 5, 12
2018/10/30, 80, 58, 19, 38, 6, 24
2018/10/31, 101, 55, 24, 36, 10, 13
2018/11/1, 76, 50, 25, 33, 9, 10
2018/11/2, 85, 42, 18, 32, 7, 11
2018/11/3, 63, 44, 17, 34, 7, 12
2018/11/4, 62, 48, 13, 37, 9, 21
2018/11/5, 74, 58, 3, 41, 8, 14
2018/11/6, 99, 32, 9, 32, 5, 10
2018/11/7, 84, 39, 17, 30, 5, 12
2018/11/8, 104, 39, 20, 37, 5, 14
2018/11/9, 105, 54, 19, 38, 5, 16
2018/11/10, 131, 48, 6, 37, 4, 22
2018/11/11, 121, 52, 4, 40, 3, 22
2018/11/12, 106, 33, 5, 32, 5, 14
2018/11/13, 80, 34, 5, 28, 3, 16
2018/11/14, 78, 32, 9, 31, 3, 12
2018/11/15, 64, 45, 5, 27, 3, 15
2018/11/16, 104, 56, 11, 28, 9, 19
2018/11/17, 104, 70, 14, 32, 11, 29
2018/11/18, 123, 82, 15, 41, 7, 32
2018/11/19, 163, 72, 16, 31, 7, 20
2018/11/20, 143, 79, 11, 34, 12, 28
2018/11/21, 150, 62, 13, 28, 6, 15
2018/11/22, 101, 57, 5, 32, 7, 15
2018/11/23, 98, 35, 6, 29, 6, 10
2018/11/24, 67, 23, 8, 23, 3, 7
2018/11/25, 43, 22, 14, 23, 2, 7
2018/11/26, 59, 41, 12, 29, 5, 20
2018/11/27, 71, 81, 10, 36, 11, 33
2018/11/28, 149, 68, 12, 40, 9, 21
2018/11/29, 152, 60, 16, 38, 7, 13
2018/11/30, 152, 43, 14, 38, 6, 10
2018/12/1, 90, 56, 19, 38, 8, 18
2018/12/2, 105, 78, 9, 48, 15, 25
2018/12/3, 153, 72, 17, 43, 10, 21
2018/12/4, 133, 69, 11, 40, 9, 16
2018/12/5, 155, 72, 4, 39, 6, 17
2018/12/6, 151, 26, 20, 31, 3, 10
2018/12/7, 70, 33, 16, 30, 6, 11
2018/12/8, 62, 40, 12, 33, 7, 12
2018/12/9, 63, 37, 14, 33, 7, 15
2018/12/10, 69, 57, 8, 31, 10, 21
2018/12/11, 101, 77, , 31, 13, 40
2018/12/12, 126, 69, , 60, 13, 36
2018/12/13, 121, 81, , 80, 4, 48
2018/12/14, 132, 71, , 87, 5, 28
2018/12/15, 115, 70, , 63, 10, 20
2018/12/16, 123, 80, , 45, 13, 19
2018/12/17, 146, 43, , 34, 4, 7
2018/12/18, 92, 49, , 37, 8, 20
2018/12/19, 97, 57, , 36, 8, 15
2018/12/20, 127, 29, , 35, 3, 12
2018/12/21, 70, 37, , 25, 3, 15
2018/12/22, 73, 58, , 27, 10, 18
2018/12/23, 111, 68, , 35, 15, 32
2018/12/24, 140, 50, , 32, 8, 43
2018/12/25, 150, 80, , 39, 15, 45
2018/12/26, 147, 69, , 43, 9, 14
2018/12/27, 134, 57, , 39, 9, 13
2018/12/28, 92, 39, , 33, 5, 16
2018/12/29, 61, 57, , 32, 12, 19
2018/12/30, 108, , , , , 
2018/7/1, 138, 73, 29, 37, 6, 
2018/7/2, 125, 74, 27, 33, 4, 
2018/7/3, 89, 65, 48, 37, 7, 
2018/7/4, 83, 71, 44, 42, 9, 
2018/7/5, 98, 61, 40, 38, 6, 
2018/7/6, 64, 70, 40, 47, 7, 21
2018/7/7, 88, 79, 35, 44, 10, 19
2018/7/8, 100, 81, 36, 36, 9, 20
2018/7/9, 90, 77, 34, 38, 8, 21
2018/7/10, 89, 71, 36, 34, 7, 14
2018/7/11, 78, 77, 42, 37, 9, 18
2018/7/12, 87, 70, 41, 36, 5, 21
2018/7/13, 90, 77, 32, 37, 5, 21
2018/7/14, 93, 75, 31, 39, 4, 19
2018/7/15, 93, 86, 32, 41, 6, 24
2018/7/16, 117, 106, 32, 35, 5, 17
2018/7/17, 120, 78, 25, 35, 5, 18
2018/7/18, 85, 76, 30, 35, 6, 18
2018/7/19, 90, 73, 34, 33, 5, 20
2018/7/20, 82, 66, 28, 35, 5, 19
2018/7/21, 67, 77, 19, 39, 5, 28
2018/7/22, 75, 85, 26, 32, 7, 23
2018/7/23, 108, 101, 42, 29, 4, 27
2018/7/24, 106, 99, 39, 34, 5, 21
2018/7/25, 115, 74, 34, 36, 8, 21
2018/7/26, 102, 74, 48, 29, 7, 20
2018/7/27, 101, 69, 44, 30, 7, 14
2018/7/28, 84, 73, 45, 42, 12, 19
2018/7/29, 86, 72, 42, 38, 7, 22
2018/7/30, 94, 64, 44, 28, 6, 28
2018/7/31, 99, 63, 35, 31, 6, 25
2018/8/1, 78, 63, 30, 27, 8, 20
2018/8/2, 88, 57, 35, 28, 5, 16
2018/8/3, 67, 55, 30, 29, 4, 17
2018/8/4, 65, 58, 34, 29, 4, 22
2018/8/5, 75, 69, 35, 29, 6, 25
2018/8/6, 93, 77, 39, 27, 5, 22
2018/8/7, 105, 76, 34, 26, 5, 18
2018/8/8, 95, 62, 33, 29, 4, 18
2018/8/9, 78, 57, 42, 30, 4, 17
2018/8/10, 72, 76, 45, 31, 5, 18
2018/8/11, 77, 79, 32, 33, 7, 15
2018/8/12, 106, 73, 33, 33, 5, 14
2018/8/13, 102, 69, 40, 35, 6, 15
2018/8/14, 91, 74, 34, 36, 7, 18
2018/8/15, 89, 79, 33, 38, 6, 21
2018/8/16, 97, 66, 35, 35, 4, 18
2018/8/17, 88, 67, 33, 43, 4, 20
2018/8/18, 89, 128, 83, 41, 6, 14
2018/8/19, 108, 173, 37, 32, 6, 9
2018/8/20, 118, 80, 34, 33, 7, 15
2018/8/21, 92, 66, 41, 31, 6, 18
2018/8/22, 89, 67, 32, 36, 4, 13
2018/8/23, 82, 65, 38, 34, 5, 14
2018/8/24, 74, 74, 42, 41, 11, 24
2018/8/25, 105, 69, 32, 39, 10, 20
2018/8/26, 91, 65, 29, 32, 4, 12
2018/8/27, 73, 65, 33, 42, 8, 28
2018/8/28, 75, 79, 35, 42, 8, 26
2018/8/29, 106, 83, 41, 40, 9, 32
2018/8/30, 103, 68, 40, 36, 6, 15
2018/8/31, 82, 66, 35, 37, 6, 13
2018/9/1, 84, 69, 36, 32, 6, 10
2018/9/2, 81, 63, 37, 34, 5, 14
2018/9/3, 73, 64, 13, 37, 5, 16
2018/9/4, 73, 67, 35, 42, 8, 23
2018/9/5, 85, 65, 31, 35, 7, 23
2018/9/6, 97, 65, 37, 26, 4, 20
2018/9/7, 109, 66, 49, 35, 9, 22
2018/9/8, 110, 76, 34, 48, 8, 33
2018/9/9, 120, 86, 34, 52, 10, 29
2018/9/10, 131, 73, 40, 50, 7, 26
2018/9/11, 106, 92, 30, 46, 7, 27
2018/9/12, 121, 88, 63, 46, 6, 16
2018/9/13, 113, 79, 41, 40, 5, 15
2018/9/14, 132, 68, 34, 49, 7, 23
2018/9/15, 108, 75, 57, 60, 7, 33
2018/9/16, 110, 79, 30, 44, 8, 38
2018/9/17, 113, 97, 36, 43, 8, 24
2018/9/18, 116, 117, 29, 32, 9, 32
2018/9/19, 127, 68, 38, 24, 10, 30
2018/9/20, 90, 40, 37, 20, 6, 22
2018/9/21, 66, 53, 32, 39, 9, 20
2018/9/22, 84, 57, 30, 36, 8, 23
2018/9/23, 110, 72, 41, 38, 6, 14
2018/9/24, 93, 56, 34, 42, 5, 20
2018/9/25, 82, 64, 88, 59, 10, 23
2018/9/26, 83, 75, 29, 43, 6, 20
2018/9/27, 90, 57, 31, 36, 7, 20
2018/9/28, 76, 49, 25, 35, 4, 24
2018/9/29, 59, 63, 30, 39, 6, 24
2018/9/30, 77, 70, 28, 44, 6, 27
2018/4/1, 66, 78, 6, 68, 4, 12
2018/4/2, 114, 43, 33, 53, 3, 19
2018/4/3, 60, 62, 29, 55, 5, 22
2018/4/4, 77, 66, 27, 41, 11, 13
2018/4/5, 71, 72, 29, 45, 4, 16
2018/4/6, 101, 53, 20, 49, 2, 13
2018/4/7, 71, 53, 29, 53, 5, 15
2018/4/8, 95, 60, 27, 51, 7, 19
2018/4/9, 87, 44, 26, 39, 3, 18
2018/4/10, 58, 49, 25, 44, 3, 23
2018/4/11, 42, 76, 17, 65, 5, 37
2018/4/12, 82, 78, 30, 40, 4, 11
2018/4/13, 78, 40, 36, 32, 2, 9
2018/4/14, 50, 51, 8, 46, 3, 14
2018/4/15, 75, 31, 7, 47, 2, 13
2018/4/16, 54, 39, 20, 48, 6, 12
2018/4/17, 89, 49, 31, 52, 4, 11
2018/4/18, 122, 61, 33, 61, 7, 12
2018/4/19, 124, 61, 41, 61, 6, 14
2018/4/20, 101, 85, 18, 64, 4, 18
2018/4/21, 92, 92, 20, 45, 4, 13
2018/4/22, 109, 63, 8, 54, 3, 16
2018/4/23, 88, 36, 35, 49, 3, 13
2018/4/24, 127, 54, 32, 65, 4, 17
2018/4/25, 97, 57, 26, 56, 4, 15
2018/4/26, 101, 73, 24, 42, 3, 13
2018/4/27, 107, 78, 29, 48, 5, 15
